"Order Date","Customer Name","State","Category","Sub-Category","Product Name","Sales","Quantity","Profit"
"2017-09-22","Erica Hernandez","Michigan","Office Supplies","Labels","Avery 511",27.72,9,13.3056
"2017-12-01","Erica Hernandez","Pennsylvania","Office Supplies","Envelopes","Quality Park Security Envelopes",104.68,5,35.3295
"2017-12-01","Erica Hernandez","Pennsylvania","Technology","Phones","Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",62.958,7,9.4437
"2014-06-23","Brian Stugart","Pennsylvania","Technology","Accessories","Sony 64GB Class 10 Micro SDHC R40 Memory Card",86.376,3,1.0797
"2015-10-04","Julie Kriz","Pennsylvania","Furniture","Furnishings","DataProducts Ampli Magnifier Task Lamp, Black,",64.944,3,6.4944
"2015-10-04","Julie Kriz","Pennsylvania","Office Supplies","Paper","Xerox 1946",20.736,4,7.2576
"2014-05-20","Randy Ferguson","New Hampshire","Office Supplies","Appliances","Acco 6 Outlet Guardian Basic Surge Suppressor",33.28,4,9.3184
"2014-05-20","Randy Ferguson","New Hampshire","Office Supplies","Art","Sanford Colorific Scented Colored Pencils, 12/Pack",38.52,9,11.9412
"2014-05-20","Randy Ferguson","New Hampshire","Furniture","Furnishings","24-Hour Round Wall Clock",139.86,7,60.1398
"2015-11-20","Dan Lawera","New York","Office Supplies","Paper","Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3,9.039
"2015-11-30","William Brown","Pennsylvania","Office Supplies","Binders","Fellowes PB200 Plastic Comb Binding Machine",152.991,3,-122.3928
"2015-11-30","William Brown","Pennsylvania","Office Supplies","Fasteners","Revere Boxed Rubber Bands by Revere",10.584,7,-2.3814
"2015-11-30","William Brown","Pennsylvania","Technology","Phones","Motorla HX550 Universal Bluetooth Headset",94.92,4,15.82
"2015-12-31","Trudy Brown","Texas","Furniture","Furnishings","Eldon Expressions Wood Desk Accessories, Oak",14.76,5,-11.439
"2015-12-31","Trudy Brown","Texas","Office Supplies","Binders","Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders",3.656,4,-5.8496
"2017-11-16","Christy Brittain","New York","Office Supplies","Paper","Tops Green Bar Computer Printout Paper",146.82,3,73.41
"2014-06-06","Grant Thornton","New York","Office Supplies","Binders","Wilson Jones Century Plastic Molded Ring Binders",149.544,9,50.4711
"2014-06-06","Grant Thornton","New York","Office Supplies","Supplies","Acme Office Executive Series Stainless Steel Trimmers",17.14,2,4.4564
"2014-06-06","Grant Thornton","New York","Furniture","Tables","Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764,3,-347.1174
"2016-09-01","Dean Katz","Pennsylvania","Office Supplies","Paper","Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,6,9.906
"2016-09-01","Dean Katz","Pennsylvania","Technology","Phones","Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",23.988,2,-4.7976
"2016-09-01","Dean Katz","Pennsylvania","Office Supplies","Fasteners","Staples",16.688,7,5.4236
"2016-06-25","Theresa Swint","Pennsylvania","Furniture","Chairs","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058,3,-18.0882
"2016-06-25","Theresa Swint","Pennsylvania","Office Supplies","Binders","GBC Wire Binding Strips",38.088,4,-27.9312
"2016-06-25","Theresa Swint","Pennsylvania","Office Supplies","Storage","Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352,6,-50.8704
"2014-12-12","William Brown","California","Furniture","Furnishings","Eldon Advantage Chair Mats for Low to Medium Pile Carpets",43.31,1,4.331
"2017-03-31","Denny Ordway","New York","Technology","Phones","Spigen Samsung Galaxy S5 Case Wallet",84.95,5,22.087
"2017-11-19","Art Ferguson","Texas","Furniture","Chairs","Office Star Flex Back Scooter Chair with White Frame",233.058,3,-53.2704
"2014-11-24","Richard Bierner","Missouri","Technology","Accessories","Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive",111.79,7,43.5981
"2015-11-22","Andy Reiter","Massachusetts","Office Supplies","Paper","Xerox 1970",14.94,3,7.0218
"2016-07-14","Dan Reichenbach","New York","Office Supplies","Binders","GBC Standard Plastic Binding Systems Combs",14.16,2,5.133
"2016-04-30","Ben Ferrer","Texas","Furniture","Furnishings","Flat Face Poster Frame",22.608,3,-10.1736
"2016-07-25","Larry Blacks","California","Office Supplies","Fasteners","OIC Binder Clips",21.48,6,10.74
"2014-06-22","Dianna Vittorini","Minnesota","Office Supplies","Storage","Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers",501.81,3,0
"2014-06-22","Dianna Vittorini","Minnesota","Office Supplies","Storage","Fellowes Bankers Box Recycled Super Stor/Drawer",161.94,3,9.7164
"2017-10-21","Neil Knudson","Florida","Office Supplies","Art","Newell 33",17.856,4,2.0088
"2016-09-03","Carlos Soltero","Illinois","Office Supplies","Binders","XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808,3,-14.9736
"2016-05-14","Logan Haushalter","Ohio","Furniture","Furnishings","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384,1,29.769
"2016-01-07","Dianna Wilson","California","Office Supplies","Art","Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop",34.58,1,10.0282
"2017-03-13","Karen Ferguson","California","Office Supplies","Paper","Multicolor Computer Printout Paper",314.55,3,150.984
"2016-10-13","Helen Andreada","Texas","Technology","Accessories","Razer Kraken PRO Over Ear PC and Music Headset",191.976,3,23.997
"2016-10-13","Helen Andreada","Texas","Office Supplies","Paper","Array Memo Cubes",8.288,2,3.0044
"2016-10-13","Helen Andreada","Texas","Furniture","Furnishings","Tenex ""The Solids"" Textured Chair Mats",139.92,5,-150.414
"2016-10-13","Helen Andreada","Texas","Office Supplies","Art","Newell 334",15.872,1,1.1904
"2016-10-13","Helen Andreada","Texas","Office Supplies","Binders","Avery Non-Stick Binders",6.286,7,-11.0005
"2017-01-27","John Huston","Ohio","Office Supplies","Art","Newell 312",14.016,3,1.752
"2017-01-27","John Huston","Ohio","Technology","Accessories","Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand",71.976,3,-8.997
"2017-01-27","John Huston","Ohio","Technology","Phones","JBL Micro Wireless Portable Bluetooth Speaker",107.982,3,-26.9955
"2017-11-19","Linda Cazamias","Texas","Furniture","Chairs","Lifetime Advantage Folding Chairs, 4/Carton",305.312,2,-8.7232
"2014-08-01","Ivan Liston","California","Office Supplies","Binders","Wilson Jones data.warehouse D-Ring Binders with DublLock",19.752,3,6.9132
"2016-07-30","Lindsay Shagiari","Texas","Office Supplies","Binders","GBC VeloBind Cover Sets",9.264,3,-13.896
"2015-07-30","Corey Catlett","Texas","Office Supplies","Storage","Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black",61.792,4,6.1792
"2016-10-15","Patrick Bzostek","Utah","Office Supplies","Paper","Xerox 1982",45.68,2,21.0128
"2016-10-15","Patrick Bzostek","Utah","Office Supplies","Paper","Xerox 1986",60.12,9,28.8576
"2016-10-15","Patrick Bzostek","Utah","Office Supplies","Binders","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,13.0375
"2016-10-15","Patrick Bzostek","Utah","Office Supplies","Paper","Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,8,32.936
"2016-05-07","Caroline Jumper","New York","Office Supplies","Binders","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.232,7,30.8966
"2016-05-07","Caroline Jumper","New York","Office Supplies","Labels","Alphabetical Labels for Top Tab Filing",44.4,3,22.2
"2016-05-07","Caroline Jumper","New York","Furniture","Chairs","Hon Mobius Operator's Chair",442.764,4,59.0352
"2016-05-07","Caroline Jumper","New York","Technology","Machines","Bady BDG101FRU Card Printer",3999.95,5,1159.9855
"2016-05-07","Caroline Jumper","New York","Technology","Accessories","SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card",199.95,5,21.9945
"2016-05-07","Caroline Jumper","New York","Furniture","Furnishings","Staple-based wall hangings",63.68,8,28.0192
"2017-08-01","Heather Kirkland","California","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers",54.896,2,18.5274
"2016-07-14","Rob Haberlin","Alabama","Technology","Accessories","HP Standard 104 key PS/2 Keyboard",29,2,7.25
"2017-08-10","Ivan Liston","Indiana","Office Supplies","Envelopes","Staple envelope",70.08,6,35.04
"2017-08-10","Ivan Liston","Indiana","Furniture","Furnishings","Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3,2,25.473
"2017-08-10","Ivan Liston","Indiana","Technology","Phones","Aastra 57i VoIP phone",1454.49,9,378.1674
"2016-06-25","Alan Shonely","California","Office Supplies","Appliances","Fellowes Mighty 8 Compact Surge Protector",60.81,3,17.0268
"2016-12-10","Arthur Prichep","Washington","Office Supplies","Binders","GBC DocuBind P50 Personal Binding Machine",153.552,3,51.8238
"2016-12-10","Arthur Prichep","Washington","Office Supplies","Appliances","Holmes HEPA Air Purifier",65.34,3,22.869
"2016-12-10","Arthur Prichep","Washington","Office Supplies","Paper","Xerox 1988",123.92,4,55.764
"2016-12-10","Arthur Prichep","Washington","Office Supplies","Appliances","Harmony HEPA Quiet Air Purifiers",35.1,3,12.285
"2016-12-10","Arthur Prichep","Washington","Technology","Accessories","Kingston Digital DataTraveler 16GB USB 2.0",44.75,5,8.5025
"2016-12-01","Allen Goldenen","Tennessee","Office Supplies","Art","Newell 343",4.704,2,0.4116
"2014-11-28","Bart Folk","Alabama","Office Supplies","Art","Newell 331",14.67,3,3.9609
"2015-03-28","Chloris Kastensmidt","Pennsylvania","Office Supplies","Paper","Xerox 1999",15.552,3,5.4432
"2015-03-28","Chloris Kastensmidt","Pennsylvania","Office Supplies","Paper","Southworth Parchment Paper & Envelopes",5.232,1,1.7004
"2014-06-01","Liz Thompson","Arkansas","Furniture","Furnishings","3M Hangers With Command Adhesive",22.2,6,9.102
"2014-06-01","Liz Thompson","Arkansas","Technology","Phones","Adtran 1202752G1",881.93,7,229.3018
"2015-09-06","Beth Thompson","Washington","Office Supplies","Binders","Acco Hanging Data Binders",6.096,2,2.1336
"2015-09-06","Beth Thompson","Washington","Furniture","Furnishings","Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3,74.8098
"2015-06-29","Steven Cartwright","Pennsylvania","Furniture","Furnishings","Eldon Executive Woodline II Desk Accessories, Mahogany",20.104,1,1.7591
"2016-09-10","Catherine Glotzbach","Tennessee","Office Supplies","Art","Boston Model 1800 Electric Pencil Sharpener, Gray",67.56,3,8.445
"2014-07-14","Arthur Wiediger","Illinois","Office Supplies","Binders","Acco D-Ring Binder w/DublLock",29.932,7,-46.3946
"2014-07-14","Arthur Wiediger","Illinois","Technology","Phones","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",38.272,4,3.8272
"2015-08-22","Roger Barcio","New York","Office Supplies","Art","Newell Chalk Holder",16.52,4,7.5992
"2014-11-14","Maris LaWare","Connecticut","Technology","Phones","Polycom SoundPoint Pro SE-225 Corded phone",832.93,7,233.2204
"2014-11-14","Maris LaWare","Connecticut","Office Supplies","Binders","Acco 3-Hole Punch",43.8,10,21.024
"2016-11-27","Victoria Brennan","Michigan","Office Supplies","Appliances","Euro-Pro Shark Turbo Vacuum",167.292,6,29.7408
"2017-11-21","Scott Williamson","New York","Furniture","Furnishings","Howard Miller Distant Time Traveler Alarm Clock",27.42,1,11.2422
"2017-10-01","Neola Schneider","California","Office Supplies","Binders","Wilson Jones Easy Flow II Sheet Lifters",1.44,1,0.504
"2017-10-01","Neola Schneider","California","Office Supplies","Binders","Storex Dura Pro Binders",61.776,13,20.8494
"2017-10-01","Neola Schneider","California","Office Supplies","Appliances","Belkin 325VA UPS Surge Protector, 6'",241.96,2,60.49
"2017-10-01","Neola Schneider","California","Furniture","Chairs","Metal Folding Chairs, Beige, 4/Carton",108.608,4,9.5032
"2014-09-20","Dorothy Badders","Florida","Office Supplies","Art","Nontoxic Chalk",2.816,2,0.9856
"2017-07-28","Matt Hagelstein","California","Office Supplies","Binders","Zipper Ring Binder Pockets",9.984,4,3.6192
"2017-07-28","Matt Hagelstein","California","Office Supplies","Storage","Super Decoflex Portable Personal File",14.98,1,4.1944
"2017-07-28","Matt Hagelstein","California","Technology","Phones","Wilson Electronics DB Pro Signal Booster",1145.6,4,100.24
"2015-12-06","Dennis Kane","Ohio","Technology","Phones","Polycom SoundStation2 EX Conference�phone",485.94,2,-89.089
"2015-12-06","Dennis Kane","Ohio","Office Supplies","Art","Newell 312",37.376,8,4.672
"2015-12-06","Dennis Kane","Ohio","Furniture","Chairs","Global Low Back Tilter Chair",70.686,1,-24.2352
"2017-07-31","Erin Ashbrook","Pennsylvania","Office Supplies","Paper","Xerox 1991",54.816,3,17.8152
"2016-03-19","Bobby Trafton","Colorado","Furniture","Bookcases","Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.294,1,-98.8018
"2017-07-29","Laura Armstrong","Texas","Office Supplies","Fasteners","Assorted Color Push Pins",2.896,2,0.4706
"2017-07-29","Laura Armstrong","Texas","Technology","Phones","Cisco SPA301",124.792,1,15.599
"2016-10-01","Greg Matthias","New York","Furniture","Tables","Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588,1,-115.7058
"2014-03-31","Alex Avila","California","Office Supplies","Binders","GBC DocuBind 200 Manual Binding Machine",673.568,2,252.588
"2014-03-31","Alex Avila","California","Office Supplies","Appliances","Fellowes Advanced Computer Series Surge Protectors",52.98,2,14.8344
"2017-06-26","Denny Blanton","Indiana","Furniture","Furnishings","Eldon Antistatic Chair Mats for Low to Medium Pile Carpets",526.45,5,31.587
"2017-07-09","John Huston","Illinois","Office Supplies","Storage","Recycled Steel Personal File for Hanging File Folders",228.92,5,14.3075
"2015-12-14","Doug Jacobs","Oregon","Technology","Phones","HTC One",319.968,4,35.9964
"2017-12-05","Quincy Jones","Vermont","Technology","Accessories","Logitech ClearChat Comfort/USB Headset H390",205.03,7,67.6599
"2015-09-15","Carol Triggs","Indiana","Office Supplies","Storage","Fellowes Stor/Drawer Steel Plus Storage Drawers",190.86,2,11.4516
"2015-09-15","Carol Triggs","Indiana","Office Supplies","Art","Manco Dry-Lighter Erasable Highlighter",24.32,8,8.2688
"2016-07-15","Rick Huthwaite","Utah","Office Supplies","Supplies","Fiskars Home & Office Scissors",44.4,5,12.432
"2017-04-20","Sanjit Jacobs","Illinois","Furniture","Furnishings","Eldon Cleatmat Chair Mats for Medium Pile Carpets",44.4,2,-52.17
"2016-11-15","Toby Gnade","California","Office Supplies","Binders","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",1016.792,1,381.297
"2016-11-15","Toby Gnade","California","Office Supplies","Binders","Avery Self-Adhesive Photo Pockets for Polaroid Photos",38.136,7,13.3476
"2016-11-26","Carol Triggs","Pennsylvania","Technology","Phones","Mitel MiVoice 5330e IP Phone",494.982,3,-115.4958
"2017-11-21","Barry Franz","California","Office Supplies","Storage","Eldon Portable Mobile Manager",56.56,2,15.2712
"2017-11-21","Barry Franz","California","Office Supplies","Art","Newell 344",5.56,2,1.4456
"2017-11-21","Barry Franz","California","Office Supplies","Fasteners","Advantus T-Pin Paper Clips",9.02,2,3.5178
"2017-11-21","Barry Franz","California","Office Supplies","Appliances","Acco Six-Outlet Power Strip, 4' Cord Length",8.62,1,2.2412
"2017-11-21","Barry Franz","California","Technology","Phones","Mitel MiVoice 5330e IP Phone",659.976,3,49.4982
"2015-02-15","Justin MacKendrick","California","Office Supplies","Paper","Xerox 1959",13.36,2,6.4128
"2015-02-15","Justin MacKendrick","California","Office Supplies","Binders","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,13.0375
"2015-02-15","Justin MacKendrick","California","Office Supplies","Binders","Avery Durable Binders",11.52,5,4.176
"2015-02-15","Justin MacKendrick","California","Office Supplies","Appliances","Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center",541.44,6,157.0176
"2015-02-15","Justin MacKendrick","California","Office Supplies","Paper","Xerox 22",19.44,3,9.3312
"2016-04-15","Julie Kriz","California","Office Supplies","Paper","Xerox 1911",143.7,3,68.976
"2015-09-28","Henry Goldwyn","California","Office Supplies","Appliances","Holmes Odor Grabber",43.26,3,14.2758
"2015-09-28","Henry Goldwyn","California","Office Supplies","Appliances","Holmes HEPA Air Purifier",43.56,2,15.246
"2016-09-17","Laura Armstrong","Maine","Technology","Phones","Wi-Ex zBoost YX540 Cellular Phone Signal Booster",437.85,3,131.355
"2016-09-17","Laura Armstrong","Maine","Furniture","Furnishings","C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,33.9388
"2017-06-16","Troy Staebel","California","Furniture","Chairs","Hon Multipurpose Stacking Arm Chairs",1212.96,7,90.972
"2017-06-16","Troy Staebel","California","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,8.7138
"2015-11-08","Maria Zettner","California","Office Supplies","Fasteners","Advantus Plastic Paper Clips",5,1,2.4
"2015-11-08","Maria Zettner","California","Technology","Accessories","Logitech G19 Programmable Gaming Keyboard",371.97,3,66.9546
"2015-12-18","Mitch Webber","New York","Technology","Accessories","Imation Bio 8GB USB�Flash Drive Imation�Corp",166.24,1,24.936
"2017-02-06","Mark Van Huff","Virginia","Furniture","Bookcases","Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,3,79.1934
"2016-11-14","Allen Armold","Georgia","Technology","Accessories","Logitech diNovo Edge Keyboard",499.98,2,114.9954
"2016-11-14","Allen Armold","Georgia","Office Supplies","Paper","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)",5.28,1,2.376
"2016-11-14","Allen Armold","Georgia","Office Supplies","Binders","ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,3.8822
"2017-10-12","Sean Miller","North Carolina","Office Supplies","Paper","Xerox 1989",7.968,2,2.6892
"2017-09-17","Tom Prescott","Washington","Office Supplies","Paper","Xerox 1984",12.96,2,6.3504
"2017-12-20","Dean Katz","New York","Office Supplies","Paper","Xerox 227",6.48,1,3.1104
"2017-12-20","Dean Katz","New York","Office Supplies","Binders","Wilson Jones Leather-Like Binders with DublLock Round Rings",6.984,1,2.3571
"2017-12-02","Michael Kennedy","Florida","Office Supplies","Art","Bulldog Vacuum Base Pencil Sharpener",47.96,5,4.1965
"2015-09-21","Chad Sievert","Washington","Office Supplies","Storage","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems",199.74,6,47.9376
"2015-03-06","John Lucas","California","Furniture","Furnishings","Deflect-o Glass Clear Studded Chair Mats",435.26,7,95.7572
"2015-03-06","John Lucas","California","Technology","Copiers","Canon PC1060 Personal Laser Copier",1119.984,2,377.9946
"2014-10-03","Allen Rosenblatt","California","Furniture","Tables","Bevis Round Conference Room Tables and Bases",143.432,1,3.5858
"2014-10-03","Allen Rosenblatt","California","Furniture","Chairs","Global Deluxe Stacking Chair, Gray",122.352,3,13.7646
"2014-06-27","Liz MacKendrick","Mississippi","Office Supplies","Storage","SAFCO Commercial Wire Shelving, 72h",306.2,5,0
"2014-06-27","Liz MacKendrick","Mississippi","Furniture","Tables","KI Adjustable-Height Table",85.98,1,22.3548
"2014-06-27","Liz MacKendrick","Mississippi","Technology","Accessories","Sony Micro Vault Click 16 GB USB 2.0 Flash Drive",223.96,4,53.7504
"2017-10-30","Jim Karlsson","Washington","Furniture","Chairs","Novimex Fabric Task Chair",97.568,2,-6.098
"2017-10-30","Jim Karlsson","Washington","Furniture","Chairs","Global Super Steno Chair",614.272,8,-23.0352
"2017-10-30","Jim Karlsson","Washington","Furniture","Bookcases","Bestar Classic Bookcase",199.98,2,37.9962
"2016-09-03","Filia McAdams","Connecticut","Office Supplies","Paper","Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",48.16,7,22.1536
"2015-03-05","Sarah Foster","Indiana","Technology","Phones","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",23.92,2,6.6976
"2015-03-05","Sarah Foster","Indiana","Office Supplies","Appliances","Staple holder",60.69,7,16.3863
"2016-05-05","Patrick Jones","Tennessee","Office Supplies","Paper","Xerox 1965",14.352,3,5.2026
"2017-11-17","Christine Sundaresam","Virginia","Office Supplies","Appliances","Bionaire 99.97% HEPA Air Cleaner",35.04,2,12.264
"2017-06-01","Barry Blumstein","Ohio","Office Supplies","Appliances","Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,5,1.311
"2017-06-10","Ben Wallace","California","Office Supplies","Art","Newell 351",16.4,5,4.756
"2017-01-08","Ricardo Sperren","Washington","Furniture","Tables","Balt Solid Wood Round Tables",892.98,2,80.3682
"2015-04-20","Theresa Swint","Georgia","Technology","Phones","Pyle PMP37LED",287.97,3,77.7519
"2015-04-20","Theresa Swint","Georgia","Furniture","Furnishings","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,297.69
"2015-04-20","Theresa Swint","Georgia","Office Supplies","Paper","Xerox 2",12.96,2,6.2208
"2015-11-01","Quincy Jones","New York","Technology","Phones","Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple",4.95,1,1.3365
"2017-12-23","Filia McAdams","Connecticut","Furniture","Furnishings","Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",181.95,3,38.2095
"2015-11-01","Valerie Dominguez","New York","Office Supplies","Paper","Avoid Verbal Orders Carbonless Minifold Book",13.52,4,6.2192
"2015-11-01","Valerie Dominguez","New York","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7,5,106.477
"2015-11-01","Valerie Dominguez","New York","Technology","Phones","Plantronics MX500i Earset",42.95,1,1.2885
"2015-11-01","Valerie Dominguez","New York","Technology","Accessories","Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset",1399.93,7,601.9699
"2015-11-01","Valerie Dominguez","New York","Technology","Phones","Xblue XB-1670-86 X16 Small�Office Telephone�- Titanium",503.96,4,125.99
"2014-11-14","Jeremy Lonsdale","Michigan","Office Supplies","Binders","Storex DuraTech Recycled Plastic Frosted Binders",12.72,3,6.36
"2014-11-14","Jeremy Lonsdale","Michigan","Office Supplies","Binders","Avery Durable Binders",11.52,4,5.6448
"2016-01-17","Dionis Lloyd","Georgia","Technology","Accessories","First Data FD10 PIN Pad",316,4,31.6
"2017-09-17","Meg O'Connel","Georgia","Furniture","Chairs","Global Ergonomic Managers Chair",723.92,4,188.2192
"2017-09-17","Meg O'Connel","Georgia","Office Supplies","Paper","Easy-staple paper",106.32,3,49.9704
"2016-12-23","Ben Peterman","Illinois","Furniture","Bookcases","Bush Westfield Collection Bookcases, Fully Assembled",141.372,2,-14.1372
"2015-08-06","Michael Stewart","Texas","Office Supplies","Paper","Xerox 188",27.216,3,9.8658
"2017-11-05","Susan Vittorini","New York","Technology","Accessories","Enermax Aurora Lite Keyboard",390.75,5,171.93
"2017-06-11","Becky Castell","Arizona","Furniture","Chairs","Global Leather Executive Chair",280.792,1,35.099
"2017-06-11","Becky Castell","Arizona","Office Supplies","Storage","Sortfiler Multipurpose Personal File Organizer, Black",68.448,4,7.7004
"2017-06-11","Becky Castell","Arizona","Office Supplies","Art","Boston 16801 Nautilus Battery Pencil Sharpener",88.04,5,6.603
"2017-06-11","Becky Castell","Arizona","Office Supplies","Art","Newell 319",15.872,1,1.984
"2017-06-11","Becky Castell","Arizona","Office Supplies","Storage","Fellowes Officeware Wire Shelving",215.592,3,-48.5082
"2017-07-20","Elizabeth Moffitt","South Dakota","Office Supplies","Labels","Avery 486",14.62,2,6.8714
"2017-07-20","Elizabeth Moffitt","South Dakota","Office Supplies","Appliances","1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",416.32,2,112.4064
"2017-07-20","Elizabeth Moffitt","South Dakota","Office Supplies","Binders","Avery Printable Repositionable Plastic Tabs",43,5,20.21
"2017-07-20","Elizabeth Moffitt","South Dakota","Furniture","Chairs","Novimex Fabric Task Chair",182.94,3,27.441
"2017-07-20","Elizabeth Moffitt","South Dakota","Office Supplies","Binders","Cardinal Slant-D Ring Binders",60.83,7,30.415
"2017-07-20","Elizabeth Moffitt","South Dakota","Technology","Accessories","Logitech G35 7.1-Channel Surround Sound Headset",389.97,3,132.5898
"2015-12-23","Bradley Drucker","Virginia","Office Supplies","Appliances","Belkin Premiere Surge Master II 8-outlet surge protector",194.32,4,56.3528
"2017-03-20","Helen Wasserman","Washington","Technology","Accessories","Imation�Secure�Drive�+ Hardware Encrypted USB�flash drive�- 16 GB",265.93,7,63.8232
"2015-12-31","Karen Carlisle","Kentucky","Office Supplies","Binders","Tuf-Vin Binders",94.74,3,44.5278
"2015-12-31","Karen Carlisle","Kentucky","Office Supplies","Binders","GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",60.64,4,27.8944
"2015-12-31","Karen Carlisle","Kentucky","Office Supplies","Binders","Aluminum Screw Posts",76.3,5,38.15
"2015-12-31","Karen Carlisle","Kentucky","Office Supplies","Binders","Ibico Plastic Spiral Binding Combs",364.8,12,167.808
"2015-09-15","Brendan Murry","New York","Office Supplies","Binders","GBC Twin Loop Wire Binding Elements",79.872,3,29.952
"2015-09-15","Brendan Murry","New York","Furniture","Bookcases","Bush Westfield Collection Bookcases, Medium Cherry Finish",46.384,1,1.1596
"2015-09-15","Brendan Murry","New York","Office Supplies","Paper","Xerox 1967",12.96,2,6.2208
"2017-09-23","Kristina Nunn","Colorado","Office Supplies","Envelopes","Wausau Papers Astrobrights Colored Envelopes",14.352,3,5.2026
"2015-12-25","Justin Deggeller","Pennsylvania","Furniture","Furnishings","Tenex Antistatic Computer Chair Mats",547.136,4,-68.392
"2016-09-24","Laura Armstrong","California","Office Supplies","Storage","Tennsco Lockers, Gray",41.96,2,2.9372
"2016-09-24","Laura Armstrong","California","Office Supplies","Paper","REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",41.7,5,20.85
"2017-03-21","Robert Waldorf","Indiana","Office Supplies","Paper","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",277.4,5,133.152
"2017-03-21","Robert Waldorf","Indiana","Office Supplies","Paper","Xerox 196",5.78,1,2.8322
"2014-09-30","Kelly Williams","Tennessee","Office Supplies","Appliances","Holmes Odor Grabber",69.216,6,11.2476
"2017-12-10","Chris Cortes","Connecticut","Office Supplies","Envelopes","Convenience Packs of Business Envelopes",10.86,3,5.1042
"2017-12-10","Chris Cortes","Connecticut","Office Supplies","Appliances","Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection",426.79,7,123.7691
"2014-08-23","Rick Hansen","New York","Office Supplies","Paper","Xerox 1994",25.92,4,12.4416
"2014-08-23","Rick Hansen","New York","Office Supplies","Paper","Personal Creations Ink Jet Cards and Labels",45.92,4,22.5008
"2014-08-19","Jim Karlsson","Ohio","Office Supplies","Art","Turquoise Lead Holder with Pocket Clip",10.72,2,1.742
"2016-11-10","Debra Catini","Georgia","Office Supplies","Art","Newell 315",41.86,7,10.465
"2014-12-31","Gary Mitchum","Massachusetts","Furniture","Furnishings","Nu-Dell Executive Frame",63.2,5,23.384
"2014-12-31","Gary Mitchum","Massachusetts","Technology","Accessories","Imation�Secure�Drive�+ Hardware Encrypted USB�flash drive�- 16 GB",113.97,3,27.3528
